,Site,Fish_no,Spp,Section,FL_mm,Wt_g,Scale,Mort
2384,42,4219,Omy,5,64,2.9,N,N
2385,42,4220,Omy,5,62,2.9,N,N
2386,42,4221,Omy,5,67,3.1,N,N
2387,42,4222,Omy,5,57,1.8,N,N
2388,42,4223,Omy,5,61,2.6,N,N
2389,42,4224,Omy,5,54,1.7,N,N
2390,42,4225,Omy,5,60,1.9,N,N
2391,42,4226,Omy,5,51,1.2,N,N
2392,42,4227,Omy,5,48,1.2,N,N
2393,42,4228,Omy,5,47,1.1,N,N
2394,42,4229,Omy,5,49,1,N,N
2395,42,4230,Omy,5,46,1,N,N
2396,42,4231,Omy,2,50,1.3,N,N
2397,42,4232,Omy,2,63,2.2,N,N
2398,42,4233,Omy,2,66,2.9,N,N
2399,42,4234,Omy,2,60,1.9,N,N
2400,42,4235,Omy,2,64,3.1,N,N
2401,42,4236,Omy,2,64,2.6,N,N
2402,42,4237,Omy,2,64,2.8,N,N
2403,42,4238,Omy,2,53,1.5,N,N
2404,42,4239,Omy,2,57,2,N,N
2405,42,4240,Omy,2,47,1,N,N
2406,42,4241,Omy,2,49,1.1,N,N
2407,42,4242,Omy,2,49,1.5,N,N
2408,42,4243,Omy,2,48,1,N,N
2409,42,4244,Omy,2,45,1.2,N,N
2410,42,4245,Omy,1,65,3,N,N
2411,42,4246,Omy,1,73,3.9,N,N
2412,42,4247,Omy,1,63,2.7,N,N
2413,42,4248,Omy,1,64,2.9,N,N
2414,42,4249,Omy,1,68,3.9,N,N
2415,42,4250,Omy,1,56,1.9,N,N
2416,42,4251,Omy,1,64,2.7,N,N
2417,42,4252,Omy,1,67,3.3,N,N
2418,42,4253,Omy,1,73,4,N,N
2419,42,4254,Omy,1,64,3,N,N
2420,42,4255,Omy,1,63,3,N,N
2421,42,4256,Omy,1,53,1.7,N,N
2422,42,4257,Omy,1,62,2.6,N,N
2423,42,4258,Omy,1,57,2.3,N,N
2424,42,4259,Omy,1,55,1.9,N,N
2425,42,4260,Omy,1,51,1.4,N,N
2426,42,4261,Omy,3,62,2.6,N,Y
2427,42,4262,Omy,3,61,2.4,N,N
2428,42,4263,Omy,3,64,2.7,N,N
2429,42,4264,Omy,3,72,4.3,N,N
2430,42,4265,Omy,3,68,2.9,N,N
2431,42,4266,Omy,3,68,3.2,N,N
2432,42,4267,Omy,3,69,3.5,N,N
2433,42,4268,Omy,3,59,2.3,N,N
2434,42,4269,Omy,3,59,2.2,N,N
2435,42,4270,Omy,3,56,1.8,N,N
2436,42,4271,Omy,3,65,2.8,N,N
2437,42,4272,Omy,3,64,2.5,N,N
2438,42,4273,Omy,3,62,2.8,N,N
2439,42,4274,Omy,3,63,2.5,N,N
2440,42,4275,Omy,3,59,2.1,N,N
2441,43,4301,Omy,      5/6,83,6.8,N,N
2442,43,4302,Omy,      5/6,83,6.5,N,N
2443,43,4303,Omy,      5/6,77,5.9,N,N
2444,43,4304,Omy,      5/6,85,6.9,N,N
2445,43,4305,Omy,      5/6,86,7.1,N,N
2446,43,4306,Omy,      5/6,83,8.5,N,N
2447,43,4307,Omy,      5/6,78,5.5,N,N
2448,43,4308,Omy,      5/6,89,8.4,N,N
2449,43,4309,Omy,      5/6,89,7.6,N,N
2450,43,4310,Omy,      5/6,90,9.5,N,N
2451,43,4311,Omy,      5/6,86,8,N,N
2452,43,4312,Omy,      5/6,85,7.5,N,N
2453,43,4313,Omy,      5/6,92,9.4,N,N
2454,43,4314,Omy,      5/6,87,7.4,N,N
2455,43,4315,Omy,      5/6,89,9,N,N
2456,43,4316,Omy,      5/6,93,9.7,N,N
2457,43,4317,Omy,      5/6,94,10.5,Y,N
2458,43,4318,Omy,      5/6,93,10.1,Y,N
2459,43,4319,Omy,4,90,8.7,N,N
2460,43,4320,Omy,4,84,7.1,N,N
2461,43,4321,Omy,4,84,6.6,N,N
2462,43,4322,Omy,4,80,6,N,N
2463,43,4323,Omy,4,89,8.3,N,N
2464,43,4324,Omy,4,90,9.5,N,N
2465,43,4325,Omy,4,90,8.7,Y,N
2466,43,4326,Omy,4,82,6.5,N,N
2467,43,4327,Omy,3,88,8.5,N,N
2468,43,4328,Omy,3,91,9.1,N,N
2469,43,4329,Omy,3,86,7.2,N,N
2470,43,4330,Omy,3,79,6.1,N,N
2471,43,4331,Omy,3,89,8.9,N,N
2472,43,4332,Omy,3,91,9.2,N,N
2473,43,4333,Omy,3,89,9,N,N
2474,43,4334,Omy,3,70,4.2,N,N
2475,43,4335,Omy,3,92,9.1,N,N
2476,43,4336,Omy,3,78,5.3,N,N
2477,43,4337,Omy,3,83,7.4,N,N
2478,43,4338,Omy,3,86,7.7,N,N
2479,43,4339,Omy,3,88,7.9,N,N
2480,43,4340,Omy,3,86,8.4,N,N
2481,43,4341,Omy,3,94,10.8,Y,N
2482,43,4342,Omy,3,85,8.1,Y,N
2483,43,4343,Omy,3,94,10.1,Y,N
2484,43,4344,Omy,2,83,6.7,N,N
2485,43,4345,Omy,2,87,7.4,N,N
2486,43,4346,Omy,2,95,11,N,N
2487,43,4347,Omy,2,96,11.9,N,N
2488,43,4348,Omy,2,88,7.7,N,N
2489,43,4349,Omy,2,95,9.9,N,N
2490,43,4350,Omy,2,94,10.2,N,N
2491,43,4351,Omy,2,93,10.1,N,N
2492,43,4352,Omy,2,97,10.8,Y,N
2493,43,4353,Omy,1,82,6.7,N,N
2494,43,4354,Omy,1,90,9.1,N,N
2495,43,4355,Omy,1,94,10.5,N,N
2496,43,4356,Omy,1,91,10.5,N,N
2497,43,4357,Omy,1,84,7.2,N,N
2498,43,4358,Omy,1,97,11.6,N,N
2499,43,4359,Omy,1,96,11,N,N
2500,43,4360,Omy,1,100,11.4,Y,N
2501,43,4361,Omy,1,92,9.4,N,N
2502,43,4362,Omy,1,97,11.6,N,N
2503,43,4363,Omy,1,100,11.7,N,N
2504,43,4364,Omy,1,97,12.2,Y,N
2505,43,4365,Omy,1,94,10.5,Y,N
2506,43,4366,Omy,1,98,11.7,Y,N
2507,44,4401,Omy,4,37,0.5,N,Y
2508,44,4402,Omy,4,55,1.8,N,N
2509,44,4403,Omy,4,49,1.3,N,N
2510,44,4404,Omy,4,53,1.9,N,N
2511,44,4405,Omy,4,73,4.3,N,N
2512,44,4406,Omy,4,56,1.9,N,N
2513,44,4407,Omy,4,57,2.4,N,N
2514,44,4408,Omy,4,55,2.1,N,N
2515,44,4409,Omy,4,56,1.8,N,N
2516,44,4410,Omy,4,48,1.3,N,N
2517,44,4411,Omy,4,45,0.9,N,N
2518,44,4412,Omy,4,48,1.3,N,N
2519,44,4413,Omy,4,71,4.3,N,N
2520,44,4414,Omy,5,51,1.3,N,N
2521,44,4415,Omy,5,62,2.7,N,N
2522,44,4416,Omy,5,58,2.3,N,N
2523,44,4417,Omy,5,67,3.3,N,N
2524,44,4418,Omy,5,62,2.7,N,N
2525,44,4419,Omy,5,56,1.9,N,N
2526,44,4420,Omy,5,50,1.4,N,N
2527,44,4421,Omy,5,58,2.2,N,N
2528,44,4422,Omy,5,47,1.3,N,N
2529,44,4423,Omy,5,54,1.8,N,N
2530,44,4424,Omy,5,56,2.1,N,N
2531,44,4425,Omy,5,58,2.3,N,N
2532,44,4426,Omy,5,55,2,N,N
2533,44,4427,Omy,5,51,1.7,N,N
2534,44,4428,Omy,5,53,1.7,N,N
2535,44,4429,Omy,5,52,1.5,N,N
2536,44,4430,Omy,5,50,1.4,N,N
2537,44,4431,Omy,5,51,1.4,N,N
2538,44,4432,Omy,5,51,1.6,N,N
2539,44,4433,Omy,5,49,1.3,N,N
2540,44,4434,Omy,5,49,1.4,N,N
2541,44,4435,Omy,5,49,1.2,N,N
2542,44,4436,Omy,5,48,1.3,N,N
2543,44,4437,Omy,5,47,1.4,N,N
2544,44,4438,Omy,1,45,1.1,N,N
2545,44,4439,Omy,1,46,1.1,N,N
2546,44,4440,Omy,1,56,2,N,N
2547,44,4441,Omy,1,58,2.3,N,N
2548,44,4442,Omy,1,59,2.3,N,N
2549,44,4443,Omy,1,45,1.1,N,N
2550,44,4444,Omy,1,49,1.3,N,N
2551,44,4445,Omy,1,69,3.9,N,N
2552,44,4446,Omy,1,64,2.9,N,N
2553,44,4447,Omy,1,48,1.3,N,N
2554,44,4448,Omy,1,55,1.9,N,N
2555,44,4449,Omy,1,51,1.3,N,N
2556,44,4450,Omy,1,45,1.1,N,N
2557,44,4451,Omy,2,50,1.2,N,N
2558,44,4452,Omy,2,61,2.5,N,N
2559,44,4453,Omy,2,65,3.3,N,N
2560,44,4454,Omy,2,73,4.1,N,N
2561,44,4455,Omy,2,63,2.7,N,N
2562,44,4456,Omy,2,60,2.5,N,N
2563,44,4457,Omy,2,59,2.1,N,N
2564,44,4458,Omy,2,63,2.7,N,N
2565,44,4459,Omy,2,60,2.7,N,N
2566,44,4460,Omy,2,63,2.8,N,N
2567,44,4461,Omy,2,48,1.2,N,N
2568,44,4462,Omy,2,47,1,N,N
2569,44,4463,Omy,2,46,1.1,N,N
2570,44,4464,Omy,3,58,2.2,N,N
2571,44,4465,Omy,3,64,3.1,N,N
2572,44,4466,Omy,3,64,2.9,N,N
2573,44,4467,Omy,3,53,1.6,N,N
2574,44,4468,Omy,3,65,3.1,N,N
2575,44,4469,Omy,3,58,2,N,N
2576,44,4470,Omy,3,57,2,N,N
2577,44,4471,Omy,3,73,4.2,N,N
2578,44,4472,Omy,3,56,2.1,N,N
2579,44,4473,Omy,3,62,2.6,N,N
2580,44,4474,Omy,3,58,2.3,N,N
2581,44,4475,Omy,3,56,2,N,N
2582,45,4501,Omy,4,55,1.8,N,N
2583,45,4502,Omy,4,57,1.8,N,N
2584,45,4503,Omy,4,70,3.9,N,N
2585,45,4504,Omy,4,71,4.2,N,N
2586,45,4505,Omy,4,59,2.4,N,N
2587,45,4506,Omy,4,56,2.2,N,N
2588,45,4507,Omy,4,71,4.2,N,N
2589,45,4508,Omy,4,67,3.5,N,N
2590,45,4509,Omy,4,56,1.8,N,N
2591,45,4510,Omy,4,65,3.3,N,N
2592,45,4511,Omy,4,66,3.4,N,N
2593,45,4512,Omy,4,56,2,N,N
2594,45,4513,Omy,4,62,2.7,N,N
2595,45,4514,Omy,4,59,2.2,N,N
2596,45,4515,Omy,4,50,1.2,N,N
2597,45,4516,Omy,5,57,2.2,N,N
2598,45,4517,Omy,5,71,4.2,N,N
2599,45,4518,Omy,5,57,2.2,N,N
2600,45,4519,Omy,5,75,5,N,N
2601,45,4520,Omy,5,61,2.6,N,N
2602,45,4521,Omy,5,69,3.7,N,N
2603,45,4522,Omy,5,73,4.2,N,N
2604,45,4523,Omy,5,73,4.6,N,N
2605,45,4524,Omy,5,69,4.7,N,N
2606,45,4525,Omy,5,66,3.5,N,N
2607,45,4526,Omy,5,61,1.5,N,N
2608,45,4527,Omy,5,59,2.3,N,N
2609,45,4528,Omy,5,58,2.2,N,N
2610,45,4529,Omy,5,51,1.7,N,N
2611,45,4530,Omy,5,63,2.9,N,N
2612,45,4531,Omy,2,74,4.5,N,N
2613,45,4532,Omy,2,56,2.1,N,N
2614,45,4533,Omy,2,50,1.2,N,N
2615,45,4534,Omy,2,54,2,N,N
2616,45,4535,Omy,2,69,3.6,N,N
2617,45,4536,Omy,2,74,4.4,N,N
2618,45,4537,Omy,2,61,2.8,N,N
2619,45,4538,Omy,2,62,2.5,N,N
2620,45,4539,Omy,2,58,2.4,N,N
2621,45,4540,Omy,2,57,2.3,N,N
2622,45,4541,Omy,2,76,5.5,N,N
2623,45,4542,Omy,2,70,4,N,N
2624,45,4543,Omy,2,70,4.1,N,N
2625,45,4544,Omy,2,50,1.5,N,N
2626,45,4545,Omy,2,50,1.6,N,N
2627,45,4546,Omy,1,73,4.4,N,N
2628,45,4547,Omy,1,66,3.6,N,N
2629,45,4548,Omy,1,62,2.5,N,N
2630,45,4549,Omy,1,60,2.5,N,N
2631,45,4550,Omy,1,59,2.4,N,N
2632,45,4551,Omy,1,58,2.2,N,N
2633,45,4552,Omy,1,69,3.9,N,N
2634,45,4553,Omy,1,72,4,N,N
2635,45,4554,Omy,1,64,3,N,N
2636,45,4555,Omy,1,54,1.9,N,N
2637,45,4556,Omy,1,56,1.8,N,N
2638,45,4557,Omy,1,65,3.3,N,N
2639,45,4558,Omy,1,56,1.7,N,N
2640,45,4559,Omy,1,61,2.5,N,N
2641,45,4560,Omy,1,73,4.6,N,N
2642,45,4561,Omy,3,64,3.1,N,N
2643,45,4562,Omy,3,69,3.8,N,N
2644,45,4563,Omy,3,58,2.2,N,N
2645,45,4564,Omy,3,68,2.8,N,N
2646,45,4565,Omy,3,74,4.8,N,N
2647,45,4566,Omy,3,62,2.6,N,N
2648,45,4567,Omy,3,62,2.4,N,N
2649,45,4568,Omy,3,56,2.2,N,N
2650,45,4569,Omy,3,65,3.3,N,N
2651,45,4570,Omy,3,64,3.3,N,N
2652,45,4571,Omy,3,57,2.6,N,N
2653,45,4572,Omy,3,64,2.9,N,N
2654,45,4573,Omy,3,61,2.4,N,N
2655,45,4574,Omy,3,53,1.6,N,N
2656,45,4575,Omy,3,71,4.3,N,N
2657,46,4601,Omy,4,54,1.9,N,N
2658,46,4602,Omy,4,56,1.9,N,N
2659,46,4603,Omy,4,60,2.1,N,N
2660,46,4604,Omy,4,64,3,N,N
2661,46,4605,Omy,4,71,4.2,N,N
2662,46,4606,Omy,4,64,2.8,N,N
2663,46,4607,Omy,4,58,2,N,N
2664,46,4608,Omy,4,57,1.9,N,N
2665,46,4609,Omy,4,53,1.8,N,N
2666,46,4610,Omy,4,53,1.4,N,N
2667,46,4611,Omy,4,50,1.2,N,N
2668,46,4612,Omy,4,53,1.6,N,N
2669,46,4613,Omy,4,56,1.9,N,N
2670,46,4614,Omy,4,56,1.9,N,N
2671,46,4615,Omy,4,57,1.9,N,N
2672,46,4616,Omy,4,70,4.5,N,N
2673,46,4617,Omy,5,72,4.6,N,N
2674,46,4618,Omy,5,72,4.1,N,N
2675,46,4619,Omy,5,61,2.8,N,N
2676,46,4620,Omy,5,70,3.9,N,N
2677,46,4621,Omy,5,67,3.3,N,N
2678,46,4622,Omy,5,57,1.9,N,N
2679,46,4623,Omy,5,55,2,N,N
2680,46,4624,Omy,5,53,2.1,N,N
2681,46,4625,Omy,5,53,1.8,N,N
2682,46,4626,Omy,5,60,2.4,N,N
2683,46,4627,Omy,5,55,1.9,N,N
2684,46,4628,Omy,5,51,1.5,N,N
2685,46,4629,Omy,5,46,1.4,N,N
2686,46,4630,Omy,5,53,1.5,N,N
2687,46,4631,Omy,1,67,3.3,N,N
2688,46,4632,Omy,1,71,3.6,N,N
2689,46,4633,Omy,1,64,2.9,N,N
2690,46,4634,Omy,1,64,2.6,N,N
2691,46,4635,Omy,1,57,2.4,N,N
2692,46,4636,Omy,1,57,1.9,N,N
2693,46,4637,Omy,1,54,1.6,N,N
2694,46,4638,Omy,1,56,1.8,N,N
2695,46,4639,Omy,1,55,1.9,N,N
2696,46,4640,Omy,1,55,1.8,N,N
2697,46,4641,Omy,1,57,1.8,N,N
2698,46,4642,Omy,1,51,1.3,N,N
2699,46,4643,Omy,1,54,1.7,N,N
2700,46,4644,Omy,1,50,1.5,N,N
2701,46,4645,Omy,1,48,1.2,N,N
2702,46,4646,Omy,3,45,0.9,N,N
2703,46,4647,Omy,3,66,3,N,N
2704,46,4648,Omy,3,73,4.5,N,N
2705,46,4649,Omy,3,45,1,N,N
2706,46,4650,Omy,3,59,2.3,N,N
2707,46,4651,Omy,3,56,1.8,N,N
2708,46,4652,Omy,3,60,2.2,N,N
2709,46,4653,Omy,3,64,2.8,N,N
2710,46,4654,Omy,3,50,1.4,N,N
2711,46,4655,Omy,3,53,1.5,N,N
2712,46,4656,Omy,3,51,1.4,N,N
2713,46,4657,Omy,3,48,1.3,N,N
2714,46,4658,Omy,3,58,2.2,N,N
2715,46,4659,Omy,3,76,6.3,N,N
2716,46,4660,Omy,2,52,1.4,N,N
2717,46,4661,Omy,2,60,2.1,N,N
2718,46,4662,Omy,2,58,2.3,N,N
2719,46,4663,Omy,2,64,2.9,N,N
2720,46,4664,Omy,2,57,2,N,N
2721,46,4665,Omy,2,51,1.4,N,N
2722,46,4666,Omy,2,53,1.7,N,N
2723,46,4667,Omy,2,49,1.4,N,N
2724,46,4668,Omy,2,54,1.6,N,N
2725,46,4669,Omy,2,48,1.2,N,N
2726,46,4670,Omy,2,56,1.7,N,N
2727,46,4671,Omy,2,49,1.3,N,N
2728,46,4672,Omy,2,47,1,N,N
2729,46,4673,Omy,2,50,1.2,N,N
2730,46,4674,Omy,2,48,1.1,N,N
2731,46,4675,Omy,2,71,4.4,N,N
2732,47,4701,Omy,4,78,5.3,N,N
2733,47,4702,Omy,4,56,2.3,N,N
2734,47,4703,Omy,4,68,3.2,N,N
2735,47,4704,Omy,4,60,2.1,N,N
2736,47,4705,Omy,4,66,3,N,N
2737,47,4706,Omy,4,63,2.8,N,N
2738,47,4707,Omy,4,53,1.6,N,N
2739,47,4708,Omy,4,58,1.7,N,N
2740,47,4709,Omy,4,66,3,N,N
2741,47,4710,Omy,4,69,3.6,N,N
2742,47,4711,Omy,4,59,2.4,N,N
2743,47,4712,Omy,4,62,2.7,N,N
2744,47,4713,Omy,4,64,2.7,N,N
2745,47,4714,Omy,4,60,2.5,N,N
2746,47,4715,Omy,4,50,1.3,N,N
2747,47,4716,Omy,5,60,2.3,N,N
2748,47,4717,Omy,5,78,5.2,N,N
2749,47,4718,Omy,5,63,3,N,N
2750,47,4719,Omy,5,50,1.3,N,N
2751,47,4720,Omy,5,68,3.3,N,N
2752,47,4721,Omy,5,74,5,N,N
2753,47,4722,Omy,5,55,1.7,N,N
2754,47,4723,Omy,5,70,3.8,N,N
2755,47,4724,Omy,5,65,3.2,N,N
2756,47,4725,Omy,5,75,4.8,N,N
2757,47,4726,Omy,5,78,5.5,N,N
2758,47,4727,Omy,5,61,2.5,N,N
2759,47,4728,Omy,5,71,3.8,N,N
2760,47,4729,Omy,5,55,2,N,N
2761,47,4730,Omy,5,51,1.5,N,Y
2762,47,4731,Omy,3,74,5.1,N,N
2763,47,4732,Omy,3,72,3.9,N,N
2764,47,4733,Omy,3,54,1.9,N,N
2765,47,4734,Omy,3,62,2.5,N,N
2766,47,4735,Omy,3,65,3.1,N,N
2767,47,4736,Omy,3,70,4.3,N,N
2768,47,4737,Omy,3,54,1.6,N,N
2769,47,4738,Omy,3,52,1.6,N,N
2770,47,4739,Omy,3,55,1.9,N,N
2771,47,4740,Omy,3,68,3.5,N,N
2772,47,4741,Omy,3,52,1.5,N,N
2773,47,4742,Omy,3,65,2.9,N,N
2774,47,4743,Omy,3,52,1.5,N,N
2775,47,4744,Omy,3,53,1.5,N,N
2776,47,4745,Omy,3,61,2.7,N,N
2777,47,4746,Omy,2,50,1.3,N,N
2778,47,4747,Omy,2,71,4.1,N,N
2779,47,4748,Omy,2,53,1.8,N,N
2780,47,4749,Omy,2,60,2.3,N,N
2781,47,4750,Omy,2,70,3.8,N,N
2782,47,4751,Omy,2,64,3.1,N,N
2783,47,4752,Omy,2,64,2.8,N,N
2784,47,4753,Omy,2,65,2.9,N,N
2785,47,4754,Omy,2,59,2.1,N,N
2786,47,4755,Omy,2,57,2.1,N,N
2787,47,4756,Omy,2,57,2.1,N,N
2788,47,4757,Omy,2,61,2.4,N,N
2789,47,4758,Omy,2,54,1.7,N,N
2790,47,4759,Omy,2,56,2.1,N,N
2791,47,4760,Omy,2,51,1.3,N,N
2792,47,4761,Omy,1,56,1.9,N,N
2793,47,4762,Omy,1,65,3.3,N,N
2794,47,4763,Omy,1,58,2.5,N,N
2795,47,4764,Omy,1,53,1.7,N,N
2796,47,4765,Omy,1,54,1.5,N,N
2797,47,4766,Omy,1,59,2.4,N,N
2798,47,4767,Omy,1,59,2.3,N,N
2799,47,4768,Omy,1,53,1.6,N,N
2800,47,4769,Omy,1,50,1.4,N,N
2801,47,4770,Omy,1,56,2,N,N
2802,47,4771,Omy,1,59,2,N,N
2803,47,4772,Omy,1,52,1.5,N,N
2804,47,4773,Omy,1,54,1.9,N,N
2805,47,4774,Omy,1,56,1.9,N,N
2806,47,4775,Omy,1,52,1.6,N,N
2807,48,4801,Omy,7,53,2,N,N
2808,48,4802,Omy,6,75,5.9,N,N
2809,48,4803,Omy,6,65,3.3,N,N
2810,48,4804,Omy,6,58,2.2,N,N
2811,48,4805,Omy,6,63,3,N,N
2812,48,4806,Omy,6,65,3.1,N,N
2813,48,4807,Omy,6,67,3.5,N,N
2814,48,4808,Omy,6,52,1.5,N,N
2815,48,4809,Omy,6,66,3.4,N,N
2816,48,4810,Omy,6,60,2.4,N,N
2817,48,4811,Omy,6,66,4.1,N,N
2818,48,4812,Omy,6,67,3.6,N,N
2819,48,4813,Omy,6,53,2.2,N,N
2820,48,4814,Omy,6,70,4.4,N,N
2821,48,4815,Omy,6,58,2.2,N,N
2822,48,4816,Omy,6,51,1.8,N,N
2823,48,4817,Omy,6,55,2,N,N
2824,48,4818,Omy,6,57,2.5,N,N
2825,48,4819,Omy,6,52,2.1,N,N
2826,48,4820,Omy,3,62,2.6,N,N
2827,48,4821,Omy,3,57,1.8,N,N
2828,48,4822,Omy,3,66,3.8,N,N
2829,48,4823,Omy,3,70,4,N,N
2830,48,4824,Omy,3,67,3.4,N,N
2831,48,4825,Omy,2,62,3.2,N,N
2832,48,4826,Omy,2,50,1.2,N,N
2833,48,4827,Omy,2,64,2.7,N,N
2834,48,4828,Omy,2,61,3.1,N,N
2835,48,4829,Omy,2,63,2.8,N,N
2836,48,4830,Omy,2,66,3.7,N,N
2837,48,4831,Omy,2,57,2.2,N,N
2838,48,4832,Omy,2,54,1.6,N,N
2839,48,4833,Omy,2,54,2.1,N,N
2840,48,4834,Omy,1,64,2.8,N,N
2841,48,4835,Omy,1,72,4.2,N,N
2842,48,4836,Omy,1,79,6,Y,N
2843,48,4837,Omy,1,72,4.1,N,N
2844,48,4838,Omy,1,51,1.5,N,N
2845,48,4839,Omy,1,65,3.1,N,N
2846,48,4840,Omy,1,69,3.4,N,N
2847,48,4841,Omy,1,67,3.4,N,N
2848,48,4842,Omy,1,58,2.1,N,N
2849,48,4843,Omy,1,66,3.2,N,N
2850,48,4844,Omy,1,62,2.7,N,N
2851,48,4845,Omy,1,58,2.1,N,N
2852,48,4846,Omy,1,61,3,N,N
2853,49,4901,Omy,5,61,2.2,N,N
2854,49,4902,Omy,5,72,4.4,N,N
2855,49,4903,Omy,5,70,3.9,N,N
2856,49,4904,Omy,5,65,3,N,N
2857,49,4905,Omy,5,65,3.4,N,N
2858,49,4906,Omy,5,60,1.9,N,N
2859,49,4907,Omy,5,53,1.6,N,N
2860,49,4908,Omy,5,62,2.8,N,N
2861,49,4909,Omy,5,64,3.2,N,N
2862,49,4910,Omy,5,56,1.9,N,N
2863,49,4911,Omy,5,58,1.9,N,N
2864,49,4912,Omy,5,59,2,N,N
2865,49,4913,Omy,5,54,1.7,N,N
2866,49,4914,Omy,5,52,1.4,N,N
2867,49,4915,Omy,5,54,1.8,N,N
2868,49,4916,Omy,4,66,3.1,N,N
2869,49,4917,Omy,4,62,2.5,N,N
2870,49,4918,Omy,4,60,2.2,N,N
2871,49,4919,Omy,4,60,2.5,N,N
2872,49,4920,Omy,4,60,2.9,N,N
2873,49,4921,Omy,4,50,1.4,N,N
2874,49,4922,Omy,4,68,3,N,N
2875,49,4923,Omy,4,62,2.5,N,N
2876,49,4924,Omy,4,61,2.5,N,N
2877,49,4925,Omy,4,65,3.2,N,N
2878,49,4926,Omy,4,59,2.3,N,N
2879,49,4927,Omy,4,59,2.3,N,N
2880,49,4928,Omy,4,62,2.6,N,N
2881,49,4929,Omy,4,58,2.1,N,N
2882,49,4930,Omy,4,51,1.4,N,N
2883,49,4931,Omy,2,74,4.4,N,N
2884,49,4932,Omy,2,56,1.8,N,N
2885,49,4933,Omy,2,67,3.3,N,N
2886,49,4934,Omy,2,56,1.8,N,N
2887,49,4935,Omy,2,69,3.3,N,N
2888,49,4936,Omy,2,50,1.2,N,N
2889,49,4937,Omy,2,60,2.2,N,N
2890,49,4938,Omy,2,55,1.8,N,N
2891,49,4939,Omy,2,67,3,N,N
2892,49,4940,Omy,2,69,3.7,N,N
2893,49,4941,Omy,2,57,2.4,N,N
2894,49,4942,Omy,2,50,1.3,N,N
2895,49,4943,Omy,2,58,1.8,N,N
2896,49,4944,Omy,2,64,2.6,N,N
2897,49,4945,Omy,2,64,2.9,N,N
2898,49,4946,Omy,3,69,3.5,N,N
2899,49,4947,Omy,3,68,3.4,N,N
2900,49,4948,Omy,3,53,1.5,N,N
2901,49,4949,Omy,3,62,2.8,N,N
2902,49,4950,Omy,3,63,2.6,N,N
2903,49,4951,Omy,3,62,3,N,N
2904,49,4952,Omy,3,54,1.8,N,N
2905,49,4953,Omy,3,66,3,N,N
2906,49,4954,Omy,3,67,3.2,N,N
2907,49,4955,Omy,3,56,1.9,N,N
2908,49,4956,Omy,3,60,2.3,N,N
2909,49,4957,Omy,3,57,1.9,N,N
2910,49,4958,Omy,3,51,1.2,N,N
2911,49,4959,Omy,3,50,1.3,N,N
2912,49,4960,Omy,3,70,3.8,N,N
2913,49,4961,Omy,1,51,1.3,N,N
2914,49,4962,Omy,1,57,2.2,N,N
2915,49,4963,Omy,1,69,3.5,N,N
2916,49,4964,Omy,1,53,1.7,N,N
2917,49,4965,Omy,1,68,3.2,N,N
2918,49,4966,Omy,1,58,2.2,N,N
2919,49,4967,Omy,1,64,2.9,N,N
2920,49,4968,Omy,1,67,3.4,N,N
2921,49,4969,Omy,1,65,2.9,N,N
2922,49,4970,Omy,1,73,4.4,N,N
2923,49,4971,Omy,1,59,2.2,N,N
2924,49,4972,Omy,1,62,2.2,N,N
2925,49,4973,Omy,1,63,2.6,N,N
2926,49,4974,Omy,1,58,2,N,N
2927,49,4975,Omy,1,64,2.6,N,N
2928,50,5001,Omy,5,55,1.6,N,N
2929,50,5002,Omy,5,50,1.1,N,N
2930,50,5003,Omy,5,52,1.4,N,N
2931,50,5004,Omy,5,65,3,N,N
2932,50,5005,Omy,5,54,1.7,N,N
2933,50,5006,Omy,5,62,2.4,N,N
2934,50,5007,Omy,5,60,2.1,N,N
2935,50,5008,Omy,5,63,2.9,N,N
2936,50,5009,Omy,5,53,1.7,N,N
2937,50,5010,Omy,5,61,2.7,N,N
2938,50,5011,Omy,5,61,2.5,N,N
2939,50,5012,Omy,5,55,1.7,N,N
2940,50,5013,Omy,5,55,1.9,N,N
2941,50,5014,Omy,5,64,2.7,N,N
2942,50,5015,Omy,5,52,1.4,N,N
2943,50,5016,Omy,4,61,2.4,N,N
2944,50,5017,Omy,4,64,2.8,N,N
2945,50,5018,Omy,4,54,1.5,N,N
2946,50,5019,Omy,4,66,3.5,N,N
2947,50,5020,Omy,4,60,2.4,N,N
2948,50,5021,Omy,4,60,2.2,N,N
2949,50,5022,Omy,4,55,1.8,N,N
2950,50,5023,Omy,4,66,2,N,N
2951,50,5024,Omy,4,69,3.1,N,N
2952,50,5025,Omy,4,65,2.6,N,N
2953,50,5026,Omy,4,58,2,N,N
2954,50,5027,Omy,4,65,2.9,N,N
2955,50,5028,Omy,4,67,3.4,N,N
2956,50,5029,Omy,4,48,1.1,N,Y
2957,50,5030,Omy,4,68,3.5,N,Y
2958,50,5031,Omy,1,64,2.7,N,N
2959,50,5032,Omy,1,72,3.7,N,N
2960,50,5033,Omy,1,64,2.9,N,N
2961,50,5034,Omy,1,63,2.7,N,N
2962,50,5035,Omy,1,50,1.5,N,N
2963,50,5036,Omy,1,75,4.4,N,N
2964,50,5037,Omy,1,72,4.4,N,N
2965,50,5038,Omy,1,70,3.6,N,N
2966,50,5039,Omy,1,70,3.5,N,N
